Dataset,Noise Level,Matched Equation,Complexity,Loss,Accuracy (%)
Imstepf_F3_Uniform,10_Percent_Noise,1591.929834415598 + (cos(x4) * 0.0991134335263575),12,8.446237699206145e-05,0.0
Imstepf_F3_Uniform,10_Percent_Noise,(cos(cos(x0)) * 0.2436650262964343) + 1591.6890718006675,13,5.199861387273097e-05,0.0
Imstepf_F3_Uniform,10_Percent_Noise,(cos(cos(x0)) * (x0 * (x3 - x1))) + 1591.7495514308484,14,3.0991210407156794e-05,0.0
Imstepf_F3_Uniform,10_Percent_Noise,(cos(cos(x0)) * (x0 * 0.038272065251687686)) + 1591.756301445235,15,2.596293200738021e-05,0.0
Imstepf_F3_Uniform,10_Percent_Noise,1591.9138642892804 + (cos(-60.444164470534645 * x4) / (x1 * x4)),16,1.6232491724102184e-05,0.0
Imstepf_F3_Uniform,10_Percent_Noise,1591.9398618857508 - (sin(cos(x0)) * ((x1 * 0.04016762268288687) * cos(x0))),18,5.208630608839399e-06,0.0
Imstepf_F3_Uniform,10_Percent_Noise,((0.5187378921827753 ^ x1) + 1591.60478708356) + (cos(cos(x1)) * (x3 * 0.06081937986539766)),22,1.2707624650287907e-06,0.0
Imstepf_F3_Uniform,10_Percent_Noise,(((1.069403990192966 * x0) - x0) * cos(cos(x1))) + (1591.4001608410122 + ((x4 / x3) / x0)),23,7.887267321051892e-08,0.0
Imstepf_F3_Uniform,10_Percent_Noise,(cos(cos(x1)) * (0.06973217781068503 * x0)) + (1591.3976529735648 - ((-0.18629325538005953 - x0) / (x4 * x3))),26,7.40851290771702e-08,0.0
Imstepf_F4_LHS,10_Percent_Noise,x4,1,19.560984837440696,0.0
Imstepf_F4_LHS,10_Percent_Noise,sin(x0),2,0.6245111660574698,33.33333333333333
Imstepf_F4_LHS,10_Percent_Noise,sin(sin(x0)),3,0.6139202117614659,0.0
Imstepf_F4_LHS,10_Percent_Noise,cos(x2 * x1),4,0.3107774949149238,33.33333333333333
Imstepf_F4_LHS,10_Percent_Noise,cos(x1 * x2) + sin(x0),7,0.2342600562454143,66.66666666666666
Imstepf_F4_LHS,10_Percent_Noise,cos((x1 - (x1 * x2)) - x4),8,0.1858683810388108,0.0
Imstepf_F4_LHS,10_Percent_Noise,cos(x1 * x2) + sin(sin(sin(x0))),9,0.1691417955668721,33.33333333333333
Imstepf_F4_LHS,10_Percent_Noise,(sin(x0) + cos(x1 * x2)) - cos(x4),10,0.1636450416647431,66.66666666666666
Imstepf_F4_LHS,10_Percent_Noise,(sin(x0) + cos(x1 * x2)) - sin(cos(x4)),11,0.1129442552561907,66.66666666666666
Imstepf_F4_LHS,10_Percent_Noise,sin((x3 - x4) + sin(x0)) + cos(x2 * x1),12,0.0666440381409165,33.33333333333333
Imstepf_F4_LHS,10_Percent_Noise,(cos(x2 * x1) + sin(x0)) - (cos(x4) / 1.6330582237940625),15,0.0652235222025354,66.66666666666666
Imstepf_F4_LHS,10_Percent_Noise,(sin(x0) + cos(x2 * x1)) - (x3 * (cos(x4) / (x4 + x2))),16,0.0433853335943511,66.66666666666666
Imstepf_F4_LHS,10_Percent_Noise,cos(x4 / (x3 - 0.8495869425789923)) + (sin(x0) + cos(x1 * x2)),17,0.0303864786651922,66.66666666666666
Imstepf_F4_LHS,10_Percent_Noise,(sin(x0) + cos(x2 * x1)) - (cos(x4) * sin(x3 + 3.141604274720332)),18,1.1823540507834559e-09,66.66666666666666
Imstepf_F4_LHS,10_Percent_Noise,(sin(x0 - -3.3053633075474676e-5) + cos(x1 * x2)) - (cos(x4) * sin(x3 + 3.141631143794912)),23,8.63776191056929e-10,33.33333333333333
Imstepf_F4_RandSample,10_Percent_Noise,x1,1,22.04324863399746,0.0
Imstepf_F4_RandSample,10_Percent_Noise,sin(x4),2,0.826709103847212,0.0
Imstepf_F4_RandSample,10_Percent_Noise,sin(sin(x4)),3,0.8202640500292935,0.0
Imstepf_F4_RandSample,10_Percent_Noise,sin(cos(x2 * x1)),5,0.3693572707427828,0.0
Imstepf_F4_RandSample,10_Percent_Noise,cos(x1 * x2) + cos(x3),7,0.2033188792953405,33.33333333333333
Imstepf_F4_RandSample,10_Percent_Noise,cos(x2 * x1) + sin(cos(x3)),8,0.1805099830317635,33.33333333333333
Imstepf_F4_RandSample,10_Percent_Noise,cos(x4 + x0) + cos(x2 * x1),9,0.0412289426344394,33.33333333333333
Imstepf_F4_RandSample,10_Percent_Noise,cos(x1 * x2) + sin(cos(x0) + x4),10,0.0347823312034669,33.33333333333333
Imstepf_F4_RandSample,10_Percent_Noise,(cos(x1 * x2) + sin(x0)) - sin(cos(x4)),11,0.0332692486334091,66.66666666666666
Imstepf_F4_RandSample,10_Percent_Noise,(cos(x2 * x1) + sin(x0)) - sin(sin(cos(x4))),12,0.0313283750601122,66.66666666666666
Imstepf_F4_RandSample,10_Percent_Noise,cos(x1 * x2) + (cos(x4 + x0) * cos(cos(x4))),13,0.0275168624313836,33.33333333333333
Imstepf_F4_RandSample,10_Percent_Noise,(sin(x0) + cos(x2 * x1)) - (cos(x4) * cos(cos(x3))),14,0.0067345429080578,66.66666666666666
Imstepf_F4_RandSample,10_Percent_Noise,(sin(x0) + cos(x1 * x2)) - (cos(-1.5708504364422033 - x3) * cos(x4)),18,3.1685857362340617e-10,66.66666666666666
Imstepf_F4_RandSample,10_Percent_Noise,((sin(x0) - 8.315054039405797e-6) + cos(x2 * x1)) - (cos(x3 - -1.5708599166736572) * cos(x4)),23,2.5859800360643566e-10,66.66666666666666
Imstepf_F4_Uniform,10_Percent_Noise,x0,1,19.500192330637923,0.0
Imstepf_F4_Uniform,10_Percent_Noise,sin(x0),2,0.6318044599678254,33.33333333333333
Imstepf_F4_Uniform,10_Percent_Noise,sin(sin(x0)),3,0.6017650482116547,0.0
Imstepf_F4_Uniform,10_Percent_Noise,cos(x0 * x1),4,0.3136193988418498,0.0
Imstepf_F4_Uniform,10_Percent_Noise,sin(cos(x0 * x1)),5,0.3126826970400775,0.0
Imstepf_F4_Uniform,10_Percent_Noise,cos(x3 * x0) + sin(x0),7,0.1212196651451922,33.33333333333333
Imstepf_F4_Uniform,10_Percent_Noise,cos(x1 * x1) + sin(sin(x0)),8,0.105233948910028,0.0
Imstepf_F4_Uniform,10_Percent_Noise,cos(x0 * x3) + sin(sin(sin(x0))),9,0.1047887987624058,0.0
Imstepf_F4_Uniform,10_Percent_Noise,sin(sin(x2) + x4) + cos(x1 * x1),10,0.0628086024736985,0.0
Imstepf_F4_Uniform,10_Percent_Noise,cos(x0 * x3) - (cos(x2) - -0.9594254416680716),12,0.0026683824083391,0.0
Imstepf_F4_Uniform,10_Percent_Noise,cos(x3 * x0) + ((sin(x3) * cos(x4)) + sin(x0)),13,5.071809162857671e-07,66.66666666666666
Imstepf_F1_LHS,1_Percent_Noise,x3,1,261.23968884884823,20.0
Imstepf_F1_LHS,1_Percent_Noise,x4 * x0,3,18.550187038827005,0.0
Imstepf_F1_LHS,1_Percent_Noise,20.275869242768064,4,0.937866673855934,0.0
Imstepf_F1_LHS,1_Percent_Noise,x3 + 16.144894242768153,6,0.5820787386762032,20.0
Imstepf_F1_LHS,1_Percent_Noise,(x2 - -12.097537991995216) + x3,8,0.3206970472024271,40.0
Imstepf_F1_LHS,1_Percent_Noise,(((x2 + x0) + x3) + x4) + x1,9,0.1422054350812467,100.0
Imstepf_F1_RandSample,1_Percent_Noise,x0,1,253.88927744977545,20.0
Imstepf_F1_RandSample,1_Percent_Noise,x1 * x3,3,21.1372991340428,0.0
Imstepf_F1_RandSample,1_Percent_Noise,(x1 * x3) + x4,5,4.12284892837461,20.0
Imstepf_F1_RandSample,1_Percent_Noise,(x3 + x2) + (x4 + (x0 + x1)),9,3.244957062706816e-10,100.0
Imstepf_F1_Uniform,1_Percent_Noise,x3 * x2,3,15.441640782055227,0.0
Imstepf_F1_Uniform,1_Percent_Noise,(x0 * x1) + x0,5,4.569552630214584,20.0
Imstepf_F1_Uniform,1_Percent_Noise,x0 / 0.18792830424045706,6,1.193398302382506,0.0
Imstepf_F1_Uniform,1_Percent_Noise,((x4 - cos(x0)) * x4) + cos(sin(x3)),10,0.2500923828184415,0.0
Imstepf_F1_Uniform,1_Percent_Noise,(x0 + -0.20637146218804847) / 0.18792830424045706,11,0.0276029492896706,0.0
Imstepf_F1_Uniform,1_Percent_Noise,((0.3281280246766182 + x0) * x3) - (cos(x4) / 0.22264934519148544),16,0.0074289292886644,0.0
Imstepf_F1_Uniform,1_Percent_Noise,((0.3281280246766182 + x0) * x3) - (cos(x4) / sin(0.22264934519148544)),17,0.0063353149438493,0.0
Imstepf_F1_Uniform,1_Percent_Noise,(x4 * (cos(x4) - 1.3630764780796318)) - (x3 * (cos(x4) - 6.347566839014567)),19,3.248697803577321e-06,0.0
Imstepf_F1_Uniform,1_Percent_Noise,(((x1 + x1) / 0.3333429574105753) - sin(0.5926032336084367)) - ((x4 + -0.824492590414093) - -0.10376214384147364),26,1.479071723787422e-06,0.0
Imstepf_F2_LHS,1_Percent_Noise,x0,1,945392.8192851468,0.0
Imstepf_F2_LHS,1_Percent_Noise,x3 ^ x0,3,457496.8990911544,0.0
Imstepf_F2_LHS,1_Percent_Noise,(x3 - cos(x0)) ^ x0,6,325422.54229404783,0.0
Imstepf_F2_LHS,1_Percent_Noise,x3 / cos(1.5625249310732279),7,247980.7100590696,0.0
Imstepf_F2_LHS,1_Percent_Noise,(x0 / x2) / 0.001034759170801291,8,50762.56446129906,0.0
Imstepf_F2_LHS,1_Percent_Noise,(x4 + x3) / cos(1.5625249310732279),9,10711.48772495153,0.0
Imstepf_F2_LHS,1_Percent_Noise,((x0 / x0) / 0.001034759170801291) + x0,10,35.19179644881445,0.0
Imstepf_F2_LHS,1_Percent_Noise,((x0 / x0) / 0.001034759170801291) + (x3 + x0),12,3.99258963765765,0.0
Imstepf_F2_LHS,1_Percent_Noise,((x0 / x0) / 0.0010252010692465383) + sin(0.397827987053105 * x3),16,0.0009042932337691,0.0
Imstepf_F2_LHS,1_Percent_Noise,((1.5774375952232946 / 45.75304187759015) / (64.28452896554639 + 63.72181294558856)) + 976.4106149439524,24,1.404023448397713e-13,0.0
Imstepf_F2_RandSample,1_Percent_Noise,x4,1,757810.3515959632,0.0
Imstepf_F2_RandSample,1_Percent_Noise,x4 ^ x0,3,379412.4419269704,0.0
Imstepf_F2_RandSample,1_Percent_Noise,x3 * (x2 ^ x2),5,329956.4263801615,0.0
Imstepf_F2_RandSample,1_Percent_Noise,805.6802968988292 + x4,6,4204.762445192066,0.0
Imstepf_F2_RandSample,1_Percent_Noise,879.6926236814212 + cos(x0),7,20.43573124793038,0.0
Imstepf_F2_RandSample,1_Percent_Noise,sin(cos(x0)) + 875.1093820262455,8,0.0807732376851908,0.0
Imstepf_F2_RandSample,1_Percent_Noise,(876.2105097335668 - (x2 / x0)) + sin(cos(x2)),12,0.0212114158805643,0.0
Imstepf_F2_RandSample,1_Percent_Noise,(436.5761061629496 - (x2 / x2)) + 438.97017675662454,13,0.0001566963382206,0.0
Imstepf_F2_RandSample,1_Percent_Noise,(-1.8213088843822698 * -241.10349416145044) + 435.4223469477044,14,0.0001566963382206,0.0
Imstepf_F2_RandSample,1_Percent_Noise,(875.5283045876339 - (x1 / x1)) + (sin(3389.773802173783) * x1),16,0.0001473997379069,0.0
Imstepf_F2_RandSample,1_Percent_Noise,(875.4653837857358 - (x1 / x1)) + (0.010199492698797942 * (x3 + x3)),17,5.328869869865685e-06,0.0
Imstepf_F2_Uniform,1_Percent_Noise,x4,1,1365915.3730956833,0.0
Imstepf_F2_Uniform,1_Percent_Noise,x1 ^ x0,3,900833.2208179272,0.0
Imstepf_F2_Uniform,1_Percent_Noise,x4 + (x0 ^ x0),5,889508.8043196856,0.0
Imstepf_F2_Uniform,1_Percent_Noise,x0 + 1168.804522591264,6,0.2333479953201922,0.0
Imstepf_F2_Uniform,1_Percent_Noise,1172.0982375662386 - sin(x4),7,0.0624254321644275,0.0
Imstepf_F2_Uniform,1_Percent_Noise,(x0 / x4) + 1171.8158447375667,8,0.0008736310705579,0.0
Imstepf_F2_Uniform,1_Percent_Noise,1172.5501482838094 - ((x0 - x3) * x3),10,5.554966401992434e-05,0.0
Imstepf_F2_Uniform,1_Percent_Noise,1172.8381831355987 + ((x4 - x0) * cos(x4)),11,5.0891154960353175e-05,0.0
Imstepf_F2_Uniform,1_Percent_Noise,(0.07803630150259039 * cos(x4)) + 1172.836729524481,12,4.9671953823579045e-05,0.0
Imstepf_F2_Uniform,1_Percent_Noise,1172.6476218229668 + (cos(cos(x0)) * 0.19126011080406918),13,3.561872236704216e-05,0.0
Imstepf_F2_Uniform,1_Percent_Noise,1172.6501907591667 - (sin(-0.1051011280059851) / cos(sin(x0))),14,8.869130787549845e-06,0.0
Imstepf_F2_Uniform,1_Percent_Noise,((0.01790632901262441 * cos(x0)) + 1172.6926235550225) - (-0.08182977219349488 / cos(sin(x0))),21,5.837195536080996e-06,0.0
Imstepf_F2_Uniform,1_Percent_Noise,(1172.4282804004167 + (0.794579027156154 / x4)) + ((0.053326489270670394 * x0) * cos(cos(x0))),22,2.1521440658406225e-07,0.0
Imstepf_F3_LHS,1_Percent_Noise,x3,1,2401325.8168842685,0.0
Imstepf_F3_LHS,1_Percent_Noise,x3 ^ x3,3,1389870.3023853365,0.0
Imstepf_F3_LHS,1_Percent_Noise,(x3 ^ x0) * x1,5,807463.0066388781,0.0
Imstepf_F3_LHS,1_Percent_Noise,x0 - -1549.6901968255277,6,0.3528055178374847,20.0
Imstepf_F3_LHS,1_Percent_Noise,sin(x2) - -1554.265868730633,7,0.1178131152458233,0.0
Imstepf_F3_LHS,1_Percent_Noise,(x4 - x4) - -1553.656121825557,8,6.923767050693154e-05,0.0
Imstepf_F3_LHS,1_Percent_Noise,(x4 / 135.40396298163185) - -1553.6264892426511,11,1.91003801987286e-05,0.0
Imstepf_F3_LHS,1_Percent_Noise,(x4 / (x3 + (71.41616772308204 + x4))) - -1553.6056475644664,15,6.977704790483636e-06,0.0
Imstepf_F3_LHS,1_Percent_Noise,((x4 + x4) / (144.34931179653202 + sin(x4))) - -1553.6001805618223,16,4.6024213224189885e-06,0.0
Imstepf_F3_LHS,1_Percent_Noise,(sin(x4 / 219.54803661736938) * 3.085684994276629) - -1553.5996520972765,17,4.534409323272388e-06,0.0
Imstepf_F3_RandSample,1_Percent_Noise,x3,1,2215798.3330428046,0.0
Imstepf_F3_RandSample,1_Percent_Noise,x0 ^ x0,3,1154152.4996943474,0.0
Imstepf_F3_RandSample,1_Percent_Noise,x2 * (x4 ^ x1),5,581167.79708994,0.0
Imstepf_F3_RandSample,1_Percent_Noise,x3 - -1488.7751530304663,6,0.3872037976923232,0.0
Imstepf_F3_RandSample,1_Percent_Noise,1493.2933193568274 + sin(x3),7,0.0970253971452546,0.0
Imstepf_F3_RandSample,1_Percent_Noise,1491.8380136464232 + cos(cos(x2)),8,0.0277699210836039,0.0
Imstepf_F3_RandSample,1_Percent_Noise,-767.6209743533536 + 2260.2478606560294,9,5.288808572577748e-05,0.0
Imstepf_F3_RandSample,1_Percent_Noise,(sin(x1) / (x3 ^ x4)) + 1492.6312449309187,11,1.7039189699961686e-05,0.0
Imstepf_F3_RandSample,1_Percent_Noise,1492.6318126388594 + (sin(sin(x1)) / (x4 ^ x4)),12,1.5989319123873806e-05,0.0
Imstepf_F3_RandSample,1_Percent_Noise,(3.857314410640918 - -1488.8192122947419) - (0.1955020731104439 / x4),16,8.959028428364641e-06,0.0
Imstepf_F3_RandSample,1_Percent_Noise,(1492.6691490894066 - (0.18998880350627412 / x4)) - (-0.001468312097142612 * x3),18,8.256319347644198e-06,0.0
Imstepf_F3_Uniform,1_Percent_Noise,x4,1,2521127.298774615,0.0
Imstepf_F3_Uniform,1_Percent_Noise,x4 ^ x0,3,1587832.3731547322,0.0
Imstepf_F3_Uniform,1_Percent_Noise,x4 + (x4 ^ x0),5,1580397.922628847,0.0
Imstepf_F3_Uniform,1_Percent_Noise,x4 + 1587.8057417374714,6,0.2252802134761591,0.0
Imstepf_F3_Uniform,1_Percent_Noise,1591.1181829459795 - sin(x3),7,0.0672054883054299,0.0
Imstepf_F3_Uniform,1_Percent_Noise,1590.8929017754504 + (x0 / x4),8,0.0014867129168273,0.0
Imstepf_F3_Uniform,1_Percent_Noise,1591.5503218274462 + ((x4 - x0) * x3),10,9.2754389043865e-05,0.0
Imstepf_F3_Uniform,1_Percent_Noise,1591.5707043840941 + (0.07691990915400289 * x0),11,8.877555447274212e-05,0.0
Imstepf_F3_Uniform,1_Percent_Noise,(0.099112586631245 * cos(x4)) + 1591.9298340777914,12,8.444533834458825e-05,0.0
Imstepf_F3_Uniform,1_Percent_Noise,1591.689073287978 + (cos(cos(x0)) * 0.24366324409966666),13,5.197753996399165e-05,0.0
Imstepf_F3_Uniform,1_Percent_Noise,1591.7563024577205 + ((0.03827178001651473 * x0) * cos(cos(x0))),15,2.594327957062381e-05,0.0
Imstepf_F3_Uniform,1_Percent_Noise,((sin(x0) * sin(x0)) * (sin(x0) * -0.10981636270076933)) + 1591.8274075528761,18,9.91794041327794e-06,0.0
Imstepf_F3_Uniform,1_Percent_Noise,((sin(1636.7605905050605) * sin(x4)) * (sin(x4) * (x0 * x0))) + ((x1 / (x0 * x3)) + 1591.529386983465),26,4.099118607181746e-06,0.0
Imstepf_F3_Uniform,1_Percent_Noise,((sin(x4) * sin(1636.7613972823217)) * ((x0 * x0) * sin(x4))) + ((0.8079525103373469 / x3) + 1591.5873045836981),27,7.757650013476747e-07,0.0
Imstepf_F3_Uniform,1_Percent_Noise,((0.008264896673610047 * (x0 * x0)) * (sin(x0) * sin(x1))) + (1591.8979225094336 + (-0.006280713076228604 * (x1 * x0))),28,6.79998537939525e-07,0.0
Imstepf_F3_Uniform,1_Percent_Noise,((sin(x4) * (x0 * x0)) * (sin(1636.7624476173005) * sin(x4))) + ((1.0996138116082828 / (x4 * x3)) + 1591.731160376861),29,5.617124620649438e-07,0.0
Imstepf_F4_LHS,1_Percent_Noise,x2,1,17.650491329497886,0.0
Imstepf_F4_LHS,1_Percent_Noise,cos(x3),2,0.7128411001830977,0.0
Imstepf_F4_LHS,1_Percent_Noise,x3 - x4,3,0.5992751005854798,0.0
Imstepf_F4_LHS,1_Percent_Noise,cos(x2 * x1),4,0.3721255821072116,33.33333333333333
Imstepf_F4_LHS,1_Percent_Noise,sin(x0) - cos(x4),5,0.3341676069239293,33.33333333333333
Imstepf_F4_LHS,1_Percent_Noise,sin(x0) - sin(cos(x4)),6,0.3300516436195751,33.33333333333333
Imstepf_F4_LHS,1_Percent_Noise,cos(cos(x1 * x2) + x3),7,0.2474361220154232,0.0
Imstepf_F4_LHS,1_Percent_Noise,sin(cos(x1 * x2) + sin(x0)),8,0.1762142054262909,0.0
Imstepf_F4_LHS,1_Percent_Noise,cos(x2 * x1) + cos(x0 + x4),9,0.1478838625665045,33.33333333333333
Imstepf_F4_LHS,1_Percent_Noise,cos(x2 * x1) + sin(cos(x4) + x0),10,0.0932918474933353,33.33333333333333
Imstepf_F4_LHS,1_Percent_Noise,sin(cos(x4) + x0) + sin(cos(x2 * x1)),11,0.0575616453747282,0.0
Imstepf_F4_LHS,1_Percent_Noise,(sin(x0) + (sin(x1) * cos(x4))) + sin(cos(x1 * x2)),14,0.0494402151088012,33.33333333333333
Imstepf_F4_LHS,1_Percent_Noise,(sin(sin(x0)) + (sin(x1) * cos(x4))) + sin(cos(x1 * x2)),15,0.044370124356999,0.0
Imstepf_F4_LHS,1_Percent_Noise,sin(cos(x4) + x0) + (cos(x2 * x1) / ((x3 / x0) - cos(x3))),17,0.0373620100176604,0.0
Imstepf_F4_LHS,1_Percent_Noise,(cos(x1 * x2) / ((x3 / x0) - cos(x3))) + (((x0 / x4) * sin(x0)) - cos(x4)),21,0.0303617294024453,0.0
Imstepf_F4_LHS,1_Percent_Noise,(cos(x1 * x2) / ((x3 / x0) - cos(x3))) + ((sin(x0) * (x0 / x4)) - sin(cos(x4))),22,0.026887294190409,0.0
Imstepf_F4_LHS,1_Percent_Noise,(cos(x1 * x2) * (x2 * 0.16686009888231587)) + ((cos(x4) + sin(x0)) - (cos(x4) * (x3 / 2.2338364199142955))),27,0.0246268985939933,33.33333333333333
Imstepf_F4_LHS,1_Percent_Noise,(((x2 / x4) * sin(x0)) - ((x3 / 4.681872046149801) * cos(x4))) + (cos(x1 * x2) / ((x4 / x1) - cos(x4))),28,0.023016362461584,0.0
Imstepf_F1_LHS,25_Percent_Noise,x1,1,249.1813991280008,20.0
Imstepf_F1_LHS,25_Percent_Noise,x2 * x1,3,17.457686254999093,0.0
Imstepf_F1_LHS,25_Percent_Noise,19.895117792206246,4,1.0046126236114563,0.0
Imstepf_F1_LHS,25_Percent_Noise,x4 - -16.00769279280113,6,0.7305801586950188,20.0
Imstepf_F1_LHS,25_Percent_Noise,x0 - (-12.008124042992446 - x4),8,0.4207733798751386,40.0
Imstepf_F1_LHS,25_Percent_Noise,(x0 + ((x4 + x1) + x3)) + x2,9,0.0278434143033473,100.0
Imstepf_F1_RandSample,25_Percent_Noise,x4,1,254.5954075235562,20.0
Imstepf_F1_RandSample,25_Percent_Noise,x4 * x0,3,16.35893320157367,0.0
Imstepf_F1_RandSample,25_Percent_Noise,20.120247183145672,4,1.5819706481219564,0.0
Imstepf_F1_RandSample,25_Percent_Noise,x1 - -16.06149092421885,6,0.580868198603625,20.0
Imstepf_F1_RandSample,25_Percent_Noise,x0 + (x4 + (x3 + (x1 + x2))),9,0.0321888232558052,100.0
Imstepf_F1_Uniform,25_Percent_Noise,x3 * x3,3,14.900144397134577,0.0
Imstepf_F1_Uniform,25_Percent_Noise,x3 + (x1 * x0),5,4.586270349372126,20.0
Imstepf_F1_Uniform,25_Percent_Noise,x4 * (x2 + cos(sin(x2))),7,2.371622132042753,0.0
Imstepf_F1_Uniform,25_Percent_Noise,(x4 + 0.09381465943471791) * (x2 + cos(sin(x2))),12,2.205746718503688,0.0
Imstepf_F1_Uniform,25_Percent_Noise,x4 - ((x0 / 0.2820953019541841) * -1.1368076617545662),13,0.000241704955442,20.0
Imstepf_F1_Uniform,25_Percent_Noise,x4 - (((x1 / 0.2251868177345722) - x4) * -1.1706025270644083),15,0.0002055844491769,0.0
Imstepf_F1_Uniform,25_Percent_Noise,sin(0.10134437278336549) - (-1.0977649547908896 * (x1 / 0.2195547190631643)),17,1.4664648465215798e-06,0.0
Imstepf_F2_LHS,25_Percent_Noise,x4,1,1022768.9167551788,0.0
Imstepf_F2_LHS,25_Percent_Noise,x3 ^ x4,3,492380.820336881,0.0
Imstepf_F2_LHS,25_Percent_Noise,x4 + (x3 ^ x4),5,488215.8489935905,0.0
Imstepf_F2_LHS,25_Percent_Noise,1011.385564680283 + x2,6,0.3186226284506966,0.0
Imstepf_F2_LHS,25_Percent_Noise,1014.7518158324722 - sin(x2),7,0.1147187488696955,0.0
Imstepf_F2_LHS,25_Percent_Noise,1015.3963271803163 + (x2 - x2),8,6.789522227567142e-05,0.0
Imstepf_F2_LHS,25_Percent_Noise,(-0.18220920639509686 / x2) + 1015.4427086906264,11,2.246123085298976e-05,0.0
Imstepf_F2_LHS,25_Percent_Noise,1015.3836131600473 + (-0.019726604214938423 * sin(x2)),12,2.144760609856927e-05,0.0
Imstepf_F2_LHS,25_Percent_Noise,(cos(cos(x2)) * 0.040398178326124794) + 1015.3647394915076,13,1.8598926404304665e-05,0.0
Imstepf_F2_LHS,25_Percent_Noise,((sin(x2) * x3) * -0.0053784376862041515) + 1015.3829721813094,14,1.4537989328535984e-05,0.0
Imstepf_F2_LHS,25_Percent_Noise,(sin(-0.005599590726110805) * (sin(x2) * x4)) + 1015.3819499112145,15,8.632197964684545e-06,0.0
Imstepf_F2_RandSample,25_Percent_Noise,x4 ^ x0,3,362381.820759562,0.0
Imstepf_F2_RandSample,25_Percent_Noise,(x4 ^ x0) + x1,5,358217.28844006395,0.0
Imstepf_F2_RandSample,25_Percent_Noise,x3 / 0.00432086282392456,6,13506.42660740556,0.0
Imstepf_F2_RandSample,25_Percent_Noise,(x3 / 0.00432086282392456) - cos(x0 + x2),11,13479.681890873284,0.0
Imstepf_F2_RandSample,25_Percent_Noise,(x3 / 0.004498204475713728) + (x2 * (x4 + x1)),12,12245.343318892676,0.0
Imstepf_F2_RandSample,25_Percent_Noise,(x3 - -191.57560494746772) * (x3 + 0.7805612114321451),13,9954.42971251968,0.0
Imstepf_F2_RandSample,25_Percent_Noise,(sin(x3 + -0.5035931609121154) + x3) / 0.004498204475713728,14,7730.959940205023,0.0
Imstepf_F2_RandSample,25_Percent_Noise,((x4 + x4) + (x2 + 921.174985689289)) + (x4 - sin(x3)),15,1131.089980089079,0.0
Imstepf_F2_RandSample,25_Percent_Noise,((x4 - -544.407724722125) + 178.25046585353786) - -177.73387663590069,16,0.2484972158482795,0.0
Imstepf_F2_RandSample,25_Percent_Noise,((x4 - sin(x3)) - (cos(x4) * x4)) + ((x4 + x2) + (886.1044855138138 + x4)),20,0.0891781188385343,0.0
Imstepf_F2_RandSample,25_Percent_Noise,((x3 + 58.460410717075675) + (58.944194620162165 - x3)) * (40.18564565424805 / 5.215346622269146),23,1.6907552046286887e-16,0.0
Imstepf_F2_Uniform,25_Percent_Noise,x4,1,1365915.3729067084,0.0
Imstepf_F2_Uniform,25_Percent_Noise,x0 ^ x0,3,893954.5984941681,0.0
Imstepf_F2_Uniform,25_Percent_Noise,(x0 ^ x0) + x4,5,889508.8038253031,0.0
Imstepf_F2_Uniform,25_Percent_Noise,1168.8045225104956 + x0,6,0.2333479183349353,0.0
Imstepf_F2_Uniform,25_Percent_Noise,1171.9753100013907 - sin(x4),7,0.0775367248710134,0.0
Imstepf_F2_Uniform,25_Percent_Noise,(x0 / x4) + 1171.8143622146245,8,0.0008758579527419,0.0
Imstepf_F2_Uniform,25_Percent_Noise,((x4 - x1) * x0) + 1172.5538205629957,10,5.55723795613287e-05,0.0
Imstepf_F2_Uniform,25_Percent_Noise,(cos(x4) * (x4 - x0)) + 1172.8381830548212,11,5.090123470583636e-05,0.0
Imstepf_F2_Uniform,25_Percent_Noise,1172.8367298336907 + (cos(x4) * 0.07803704283041668),12,4.9682685667468986e-05,0.0
Imstepf_F2_Uniform,25_Percent_Noise,1172.6450905087625 + (cos(cos(x0)) * 0.19200201328215433),13,3.947774797149096e-05,0.0
Imstepf_F2_Uniform,25_Percent_Noise,(cos(x0) / (x2 / 0.28870531781852393)) + 1172.8412515451923,14,3.762000760349786e-05,0.0
Imstepf_F2_Uniform,25_Percent_Noise,1172.841284823356 + ((cos(x0) / x4) * sin(sin(0.3009557547446698))),16,3.754643517807885e-05,0.0
Imstepf_F2_Uniform,25_Percent_Noise,(0.04298087351187875 * cos(x4 / -0.3793299583637452)) + 1172.8018481615209,17,1.2909178730159478e-05,0.0
Imstepf_F2_Uniform,25_Percent_Noise,1172.8017945254196 + (cos(x3 / 0.5291000252797071) * sin(sin(-0.04556502309704574))),19,7.207272835071552e-06,0.0
Imstepf_F3_LHS,25_Percent_Noise,x3,1,2017784.924198036,0.0
Imstepf_F3_LHS,25_Percent_Noise,x2 ^ x2,3,1130609.0838885768,0.0
Imstepf_F3_LHS,25_Percent_Noise,x4 + (x2 ^ x2),5,1123969.2104177156,0.0
Imstepf_F3_LHS,25_Percent_Noise,1420.542879700665 + x4,6,0.2671128324512219,0.0
Imstepf_F3_LHS,25_Percent_Noise,1425.0817335517013 + cos(x4),7,0.1131080586193982,0.0
Imstepf_F3_LHS,25_Percent_Noise,x4 + (1424.4885797006648 - x4),8,0.001060971012182,0.0
Imstepf_F3_LHS,25_Percent_Noise,cos(cos(x4) / x4) + 1423.5086971766893,10,0.0002345890549248,0.0
